text,user_type
"As a Planning Staff member, I want to Generate Planning-related Reports, so that I can access, analyze and/or export the needed information in the format I requested.",112
"As a Planning Staff member, I want to Evaluate Consistency with the Comprehensive Plan, so that I can complete my required review of a plan set and/or application.",112
"As a Staff member, I want to Perform a Staff Review, so that I can validate compliance of an application with the Zoning Ordinance and impact approval/denial of the application accordingly.",111
"As a Staff member, I want to Develop a Staff Report, so that I can publish and distribute the report according to business rules.",111
"As a Staff member, I want to Manage Hearing Calendars, so that I can track hearing-related activities and due dates.",111
"As a Staff member, I want to Assign a Hearing Date, so that I can present the application to the appropriate governing body within the timelines dictated by the relevant County rules and procedures.",111
"As a Staff member, I want to Manage Affidavits, so that I can ensure compliance with the requirements prior to the hearing.",111
"As an Applicant, I want to Satisfy Hearing Requirements, so that I can ensure all pre-hearing requirements are satisfied in time for the hearing.",109
"As a Staff member, I want to Prepare for and Support Hearing Execution, so that I can ensure all pre-hearing requirements are satisfied and staff and Applicant are ready for the hearing.",111
"As a Staff member, I want to Capture a Hearing Decision, so that I can enforce the system.",111
"As a Staff member, I want to Process the Appeals, so that I can track the outcome and record the impact on the relevant records.",111
"As a Plan Review Staff member, I want to Assign Plans for Review, so that I can ensure plans have been assigned to the appropriate Plan Reviewer.",113
"As an Applicant, I want to Request a Plan Review Meeting, so that I can meet with the Plan Review Staff regarding the plan review.",109
"As a Plan Review Staff member, I want to successfully Conduct a Plan Review Meeting with the Applicant and record the outcome, so that I can listen to it again.",113
"As an Applicant, I want to Resubmit Plans, so that I can review revised plans. ",109
"As a Plan Review Staff Member, I want to Review the Code Modifications submitted by the Applicant, so that I can review the request and if approved, associate it with the appropriate project.",113
"As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.",111
"As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.",109
"As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.",109
"As a Customer, I want to Request Inspection, so that a County inspector is assigned to perform an inspection of my project.",110
"As an Inspection Staff member, I want to Create an Inspection, so that I can schedule and assign the inspection.",114
"As an Inspection Staff Supervisor, I want to Assign Inspections, so that I can make sure the appropriate Inspector receives the work.",115
"As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.",116
"As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.",117
"As an Enforcement Staff member, I want to Issue a Notice of Violation, so that I can provide formal communication to the responsible party.",118
"As a Staff member, I want to search for Property information, so that I can obtain all associated current and historic owners, permits, and applications.",111
"As a Staff member, I need to be notified when Geospatial attributes change, so that I can ensure that I am reviewing the permit/application to the most current data and appropriate standards.",111
"As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.",119
"As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system.",111
"As a collection curator, I want to map an item or items from one collection to another, so that an item may administratively belong to one collection but could appear in other collections.",120
"As a faculty member, I want to add a date delimiter to a search string, so that I can limit a search to return only results from before, after, or between a given date or dates.",76
"As a DPC, I want events to be created when a publication is published and unpublished, who did it, comment, so that I can record when and why something was made unavailable.  ",121
"As a collection curator, I want to canonically identify authors and creators of my items by unique identifier, so that it's easier to view all of the works by that person together.",120
"As a Publisher, I want to publish a dataset, so that I can view just the dataset with a few people.",2
"As a Publisher, I want to publish a dataset, so that I can share the dataset publicly with everyone.",2
"As a Publisher, I want to sign up for an account, so that that I can publish my data package to the registry and to have a publisher account to publish my data package under.",2
"As a Visitor, I want to sign up via github or google, so that that I don't have to enter lots of information and remember my password for yet another website.",68
"As a Publisher, I want to know what do next after signing up, so that that I can get going quickly.",2
"As a Publisher, I want to import my data package into the registry, so that my data has a permanent online home to access. ",2
"As a Publisher, I want to configure my client, so that I can start publishing data packages.",2
"As a Publisher, I want to use a publish command to update a data package that is already in the registry, so that it appears there.",2
"As a Publisher, I want to unpublish a data package, so that it is no longer visible to anyone.",2
"As a Publisher, I want to permanently delete a data package, so that that it no longer takes up storage space.",2
"As a Publisher, I want to validate the data I am about to publish to the registry, so that that I publish good data and know that I am doing.",2
"As a Publisher, I want to data to be validated when I publish it, so that that I know immediately if I have accidentally broken my data or have bugs and can take action to correct.",2
"As a Consumer, I want to know that the data I am downloading is good and can be relied on, so that that I don't have to check it myself or run into annoying bugs later on.",122
"As a Consumer, I want to be able to get the data for a data package even if the original data has been moved or removed, so that that I can still use is and my app or analysis keeps working.",122
"As a Publisher, I want to publish a data package in the UI, so that that it is available and published.",2
"As a Publisher, I want to be able to restore the deleted data package via cli, so that that it is back visible and available to view, download.",2
"As a Publisher, I want to undelete the deleted data packages, so that that the deleted data packages is now visible again.",2
"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.",122
"As a publisher, I want to show the world how my published data is, so that that it immediately catches consumer's attention. ",2
"As a consumer, I want to view the data package, so that that I can get a sense of whether I want this dataset or not.",122
"As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.",2
"As a Consumer, I want to see how much the data has been downloaded, so that that I can choose most popular in the case when there are several alternatives for my use case.",122
"As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.",122
"As a Consumer, I want to search data packages, so that that I can find the ones I want.",122
"As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.",122
"As a Consumer, I want to download the data package in one file, so that that I don't have to download descriptor and each resource by hand.",122
"As a Developer, I want to use data package as a node lib in my project, so that that I can depend on it using my normal dependency framework.",0
"As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.",122
"As a Data Analyst, I want to update previously downloaded data package, so that that I can work with the most recent data.",123
"As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.",122
"As a Data Analyst, I want to compare different versions of some datapackage locally, so that that I can see schema changes clearly and adjust my analytics code to the desired schema version.",123
"As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.",124
"As a Publisher, I want to tag datapackage to create a snapshot of data on the registry server, so that that consumers can refer to it.",2
"As a Publisher, I want to be warned that a tag exists when I try to overwrite it, so that that I don't accidentally overwrite stable tagged data which is relied on by consumers.",2
"As a Publisher, I want to be able to overwrite the previously tagged datapackage, so that that I can fix it if I mess up.",2
"As a Publisher, I want to version my Data Package and keep multiple versions around including older versions, so that that I do not break consumer systems when I change my datapackage.",2
"As a Publisher, I want to be able to get access to a previous version I tagged, so that that I can return to it and review it. ",2
"As a Consumer, I want to know full details of how the data package schema has changed, so that that I can adjust my scripts to handle it.",122
"As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.",122
"As a Consumer, I want to view a Datapackage at a particular version online, so that that I can present/discuss the particular data timeslice of interest with other people.",122
"As a Consumer, I want to download a Data package at a particular version, so that that I know it is compatible with my scripts and system.",122
"As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.",122
"As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.",122
"As a Consumer, I want to browse and find publishers, so that that I can find interesting publishers and their packages.",122
"As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.",122
"As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce. ",122
"As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.",122
"As an Owner, I want to edit my profile, so that that it is updated with new information.",90
"As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.",90
"As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.",90
"As an owner, I want to remove someone from membership in my publisher, so that they no longer have ability to publish or modify my data packages.",90
"As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.",90
"As an owner, I want to make a user an owner, so that they have full control.",90
"As an owner, I want to remove a user as an owner, so that they are just a member and no longer have full control.",90
"As a Publisher, I want to sign up for a given pricing plan, so that that I am entitled to what it allows.",2
"As a Publisher, I want to have private data packages, so that I can share just with my team.",2
"As a user, I want to click on the address, so that it takes me to a new tab with Google Maps.",63
"As a user, I want to be able to anonymously view public information, so that I know about recycling centers near me before creating an account.",63
"As a user, I want to be able to enter my zip code and get a list of nearby recycling facilities, so that I can determine which ones I should consider.",63
"As a user, I want to be able to get the hours of each recycling facility, so that I can arrange drop-offs on my off days or during after-work hours.",63
"As a user, I want to have a flexible pick up time, so that I can more conveniently use the website.",63
"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",63
"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.",63
"As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.",63
"As a user, I want to view user documentation for the website, so that I know how to use the web app.",63
"As a user, I want to be able to create an acocunt, so that I can create my own profile.",63
"As a user, I want to be able to check transaction history and keep a record of it, so that I can go back when needed.",63
"As a user, I want to have a great UI and UX from the sites, so that I have a pleasant experience when navigating through them.",63
"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",125
"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",126
"As a developer, I want to access an API from the website, so that I can integrate it and implement certain features in my own iOS application.",0
"As a user, I want to be able to receive tempting rewards, so that I have a reason to use the website.",63
"As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment.",63
"As a company, I want to have a website that is easy to use, so that I can upload or delete stuff step by step.",72
"As an employee, I want to get quick notifications, so that I can process cases the first time.",126
"As a company accountant, I want to view all available activity fees online, so that I can easily create a bill statement.",127
"As a developer, I want to use bootstrap in the process of developing, so that I can easily design my website.",0
"As a developer, I want to attend some UI/UX lessons, so that I can develop an awesome and beautiful features website.",0
"As a user, I want to view all locations of recycling centers on a map, so that I can check which routes to take to drop off waste.",63
"As a user, I want to upload my week's schedule, so that I can get recommendations for recycling centers that best fit my availability.",63
"As a user, I want to link my email account to my profile, so that I can get a temporary password in case I forget my own one.",63
"As a user, I want to contact the administrators, so that I can give feedback or ask for help.",63
"As a superuser, I want to update the recycling center information, so that I can provide the latest information about the recycling center.",128
"As a superuser, I want to view users' stats, so that I can view in real-time how many users have visited my recycling center information and their recyclable waste.",128
"As a superuser, I want to reply to user questions, so that I can answer any questions about my recycling center.",128
"As a recyclingfacility representative, I want to be able to update my information and the type of material I accept, so that I can avoid any miscommunication with users.",129
"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",130
"As a user, I want access to content files that comprise an object, so that I can decide whether a file is too large to download.",63
"As a developer, I want to take a dataset offline, so that I can perform a long-running maintenance or migration procedure.",0
"As a user, I want to ensure that if reconfiguration of a dataset fails then no changes have taken effect, so that all steps required to reconfigure a dataset must be done as a single atomic action.",63
"As a user, I want to search and discover music by exploiting enriched metadata and image tags, so that I find related artists, new genre, or other relevant listening path.",63
"As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.	",63
"As a camp administrator, I want to be able to add campers, so that I can keep track of each individual camper.",131
"As a camp administrator, I want to be able to remove campers if they don't attend the camp anymore, so that I can keep the records organized.",131
"As a camp administrator, I want to be able to keep camper records from previous years, so that the amount of work I need to do is lowered. ",131
"As a camp administrator, I want to be able to upload consent forms, so that campers or their parents can easily access the forms.",131
"As a camp administrator, I want to be able to keep track of which camper submitted which forms, so that legal issues are avoided.",131
"As a camp administrator, I want to be able to schedule activities for campers, so that camp workers can easily keep track of who is where at all times.",131
"As a camp administrator, I want to be able to automatically create nametags for campers, so that I can lower the amount of work I need to do.",131
"As a camp administrator, I want to be able to assign different positions to the staff members, so that it is possible to organize activities in terms of responsibilities.",131
"As a camp administrator, I want to keep track of the usage of internal camp facilities, so that I don't create conflicting schedules for the different camp groups.",131
"As a camp administrator, I want to create an avenue so parents can submit feedback and general concerns, so that I can keep improving the services I provide.",131
"As a camp administrator, I want to store campers' emergency information in a database, so that I can easily notify the necessary parties in case of an emergency.",131
"As a camp administrator, I want to store camper's immediate parent/guardian's information, so that I can easily call to notify them in case a grossly unacceptable behavior.",131
"As a camp administrator, I want to provide bi-weekly feedback to camper's parents, so that they can be aware of their child's behavior and performance at camp.",131
"As a camp administrator, I want to be able to create a registration form for both staff and kids, so that I can keep organized.",131
"As a camp administrator, I want to be able to keep my information in one place, so that the admins next year can improve on the previous years.",131
"As a camp administrator, I want to be able to notify parents all at once, so that they can be notified of any upcoming events.",131
"As a camp administrator, I want to be quickly log attendance everyday, so that I can track which kids are coming in.",131
"As a camp administrator, I want to be able to add parents, so that they can enroll their kids at camp.",131
"As a camp administrator, I want to be able to create groups and add campers to the groups, so that I can easily organize the campers.",131
"As a camp administrator, I want to be able to see all my camp groups and the events scheduled for each camp group, so that I can notify counselor of what their group will be doing for the day.",131
"As a camp administrator, I want to be able to schedule tasks/activities for a specific camp group, so that I can track each groups daily/weekly and monthly activities.",131
"As a camp administrator, I want to be able to delete tasks/activities I scheduled, so that I can keep the schedule clean of unneeded activities.",131
"As a camp administrator, I want to be able to modify tasks/events I scheduled in case there is a change, so that I can always keep the schedule up to date.",131
"As a camp administrator, I want to be able to modify the information of enrolled campers, so that I can keep the campers information up to date.",131
"As a camp administrator, I want to be able to delete campers from the database, so that I can keep my pages free of clutter.",131
"As a camp administrator, I want to be able to modify the information of added parents, so that I can keep parent's information up to date.",131
"As a camp administrator, I want to be able to delete parents from the database, so that I can keep my pages free of unneeded clutter.",131
"As a camp administrator, I want to be able to modify a group's information, so that I can keep the groups up to date.",131
"As a camp administrator, I want to be able to see only events for a specific group/groups on the event calendar, so that I can easily read the data on the calendar without too much clutter.",131
"As a parent, I want to be able to see which consent forms I have submitted, so that I can know what I still need to do.",132
"As a parent, I want to be able to track my child's activity and schedule at camp, so that I can have peace of mind.",132
"As a parent, I want to be able to create an account, so that I can sign up my kids for camp online.",132
"As a parent, I want to see which counselors are assigned to my kids, so that I can have peace of mind.",132
"As a parent, I want to be able to message my child's counselors, so that I can voice my concerns or check on my child's progress.",132
"As a parent, I want to be able to sign and submit consent forms online, so that I don't have to deal with my child losing a consent form.",132
"As a parent, I want to be able to enroll my children, so that they can be admitted to camp.",132
"As a parent, I want to be able to see and edit my enrolled children to the camp year, so that I can know who I already enrolled to camp, who is still pending admission etc.",132
"As a parent, I want to be able to see a schedule of the activities my children are involved in at camp, so that I can be more informed as to what they are doing at camp.",132
"As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.",133
"As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.",133
"As a camp counselor, I want to be able to take attendance of my assigned kids, so that I can make ensure everybody is accounted for.",134
